STATE,YEAR,MONTH_NAME,EVENT_TYPE,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY
NORTH CAROLINA,1999,September,Flash Flood,0,0,0,0,
NORTH CAROLINA,1999,September,Thunderstorm Wind,0,0,0,0,
NORTH CAROLINA,1999,September,Hail,0,0,0,0,
HAWAII,1999,December,High Surf,0,0,0,0,
HAWAII,1999,December,High Surf,0,0,0,0,
NORTH CAROLINA,1999,September,Flash Flood,0,0,0,0,
NORTH CAROLINA,1999,September,Flash Flood,0,0,0,0,
NORTH CAROLINA,1999,September,Flash Flood,0,0,0,0,
UTAH,1999,December,Heavy Snow,0,0,0,0,0
UTAH,1999,December,Heavy Snow,0,0,0,0,0
NORTH CAROLINA,1999,December,Winter Weather,0,0,0,0,
NORTH CAROLINA,1999,December,Winter Weather,0,0,0,0,
NORTH CAROLINA,1999,December,Winter Weather,0,0,0,0,
HAWAII,1999,December,Flash Flood,0,0,0,0,
HAWAII,1999,December,Flash Flood,0,0,0,0,
VERMONT,1999,November,Winter Storm,3,0,0,0,15K
NORTH CAROLINA,1999,December,Winter Weather,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,.5K
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
OKLAHOMA,1999,September,Hail,0,0,0,0,
FLORIDA,1999,September,Tropical Storm,0,0,0,0,100K
FLORIDA,1999,September,Tropical Storm,0,0,0,0,0
KANSAS,1999,September,Hail,0,0,0,0,
KANSAS,1999,September,Thunderstorm Wind,0,0,0,0,2K
KANSAS,1999,September,Hail,0,0,0,0,
MAINE,1999,September,High Wind,0,0,0,0,
MARYLAND,1999,September,Drought,0,0,0,0,
MARYLAND,1999,September,Drought,0,0,0,0,
MARYLAND,1999,September,Drought,0,0,0,0,
MARYLAND,1999,September,Drought,0,0,0,0,
MARYLAND,1999,September,Drought,0,0,0,0,
MARYLAND,1999,September,Drought,0,0,0,0,
MARYLAND,1999,September,Drought,0,0,0,0,
MARYLAND,1999,September,Drought,0,0,0,0,
MARYLAND,1999,September,Drought,0,0,0,0,
MARYLAND,1999,September,Drought,0,0,0,0,
MARYLAND,1999,September,Lightning,0,0,0,0,5K
FLORIDA,1999,September,Flood,0,0,0,0,250K
FLORIDA,1999,September,Waterspout,0,0,0,0,0
FLORIDA,1999,September,Flood,0,0,0,0,50K
ALASKA,1999,October,High Wind,0,0,0,0,
ALASKA,1999,October,High Wind,0,0,0,0,
ALASKA,1999,October,High Wind,0,0,0,0,
FLORIDA,1999,September,Tropical Storm,0,0,0,0,0
MARYLAND,1999,September,Drought,0,0,0,0,
OKLAHOMA,1999,September,Hail,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
WEST VIRGINIA,1999,September,Thunderstorm Wind,0,0,0,0,
KANSAS,1999,September,Lightning,0,0,0,0,40K
MAINE,1999,September,High Wind,0,0,0,0,
FLORIDA,1999,September,Tropical Storm,0,0,0,0,0
MAINE,1999,September,High Wind,0,0,0,0,
PENNSYLVANIA,1999,August,Heavy Rain,0,0,0,0,
VIRGINIA,1999,September,Thunderstorm Wind,0,0,0,0,8K
VIRGINIA,1999,September,Thunderstorm Wind,0,0,0,0,2K
VIRGINIA,1999,September,Flash Flood,0,0,0,0,
VIRGINIA,1999,September,Flash Flood,0,0,0,0,
VIRGINIA,1999,September,Heavy Rain,0,0,0,0,
VIRGINIA,1999,September,Flash Flood,0,0,0,0,40K
VIRGINIA,1999,September,Flash Flood,0,0,0,0,
FLORIDA,1999,September,Tropical Storm,0,0,0,0,0
MAINE,1999,September,High Wind,0,0,0,0,
MAINE,1999,September,High Wind,0,0,0,0,
MARYLAND,1999,September,Thunderstorm Wind,0,0,0,0,3K
MARYLAND,1999,September,Heavy Rain,0,0,0,0,
MARYLAND,1999,September,Thunderstorm Wind,0,0,0,0,3K
MARYLAND,1999,September,Flash Flood,15,0,0,0,2.6M
MARYLAND,1999,September,Flash Flood,0,0,0,0,10K
MARYLAND,1999,September,Flash Flood,0,0,0,0,50K
MARYLAND,1999,September,Flash Flood,0,0,0,0,
MARYLAND,1999,September,Flash Flood,0,0,0,0,
MARYLAND,1999,September,Flash Flood,0,0,0,0,500K
MARYLAND,1999,September,Flash Flood,0,0,0,0,2M
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,.01K
VIRGINIA,1999,September,Thunderstorm Wind,0,0,0,0,
VIRGINIA,1999,September,Thunderstorm Wind,0,0,0,0,5K
OKLAHOMA,1999,September,Hail,0,0,0,0,
FLORIDA,1999,September,Flood,0,0,0,0,25K
FLORIDA,1999,September,Flood,0,0,0,0,20K
FLORIDA,1999,September,Flood,0,0,0,0,50K
FLORIDA,1999,September,Flood,0,0,0,0,25K
KANSAS,1999,September,Hail,0,0,0,0,
KANSAS,1999,September,Hail,0,0,0,0,
KANSAS,1999,September,Hail,0,0,0,0,
KANSAS,1999,September,Hail,0,0,0,0,
KANSAS,1999,September,Hail,0,0,0,0,
KANSAS,1999,September,Hail,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,.1K
OKLAHOMA,1999,September,Lightning,0,0,0,0,4K
FLORIDA,1999,September,Flood,0,0,0,0,10K
FLORIDA,1999,September,Flood,0,0,0,0,50K
VIRGINIA,1999,September,Thunderstorm Wind,0,0,0,0,.5K
VIRGINIA,1999,September,Thunderstorm Wind,0,0,0,0,10K
VIRGINIA,1999,September,Thunderstorm Wind,0,0,0,0,10K
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,.01K
ALASKA,1999,October,High Wind,0,0,0,0,
VIRGINIA,1999,August,Thunderstorm Wind,0,0,0,0,2K
VIRGINIA,1999,August,Hail,0,0,0,0,
VIRGINIA,1999,August,Thunderstorm Wind,0,0,0,0,2K
VIRGINIA,1999,August,Thunderstorm Wind,0,0,0,0,2K
WEST VIRGINIA,1999,September,Thunderstorm Wind,1,0,0,0,40K
MAINE,1999,September,High Wind,0,0,0,0,
MAINE,1999,September,High Wind,0,0,0,0,
MARYLAND,1999,September,Storm Surge/Tide,0,0,0,0,
MARYLAND,1999,September,Storm Surge/Tide,0,0,0,0,
MARYLAND,1999,September,Tropical Storm,0,0,0,0,100K
MARYLAND,1999,September,Heavy Rain,0,0,0,0,
MARYLAND,1999,September,Heavy Rain,0,0,0,0,
MARYLAND,1999,September,High Wind,0,0,0,0,25K
MARYLAND,1999,September,High Wind,0,0,0,0,5K
MARYLAND,1999,September,High Wind,0,0,0,0,100K
MARYLAND,1999,September,Flash Flood,1,0,0,0,
MARYLAND,1999,September,Flash Flood,0,0,0,0,
MARYLAND,1999,September,Flash Flood,0,0,0,0,500K
MARYLAND,1999,September,High Wind,0,0,0,0,15K
MARYLAND,1999,September,High Wind,0,0,0,0,2K
FLORIDA,1999,September,Tropical Storm,0,0,0,0,0
FLORIDA,1999,September,Tropical Storm,0,0,0,0,0
VIRGINIA,1999,September,Thunderstorm Wind,0,0,0,0,3K
VIRGINIA,1999,September,Flash Flood,0,0,0,0,
VIRGINIA,1999,September,Heavy Rain,0,0,0,0,
VIRGINIA,1999,September,Flash Flood,0,0,0,0,
MAINE,1999,September,High Wind,0,0,0,0,
VIRGINIA,1999,September,Thunderstorm Wind,0,0,0,0,2K
VIRGINIA,1999,September,Flash Flood,0,0,0,0,
TEXAS,1999,September,Thunderstorm Wind,0,0,0,0,
TEXAS,1999,September,Hail,0,0,0,0,
VERMONT,1999,July,Thunderstorm Wind,0,0,0,0,1K
VERMONT,1999,July,Thunderstorm Wind,0,0,0,0,5K
VERMONT,1999,July,Thunderstorm Wind,0,0,0,0,1K
VERMONT,1999,July,Thunderstorm Wind,0,0,0,0,5K
NEW YORK,1999,July,Thunderstorm Wind,0,0,0,0,1K
NEW YORK,1999,July,Thunderstorm Wind,0,0,0,0,1K
VERMONT,1999,July,Thunderstorm Wind,0,0,0,0,5K
VERMONT,1999,July,Thunderstorm Wind,0,0,0,0,10K
VERMONT,1999,July,Thunderstorm Wind,0,0,0,0,10K
NEW YORK,1999,July,Thunderstorm Wind,0,0,0,0,1K
VERMONT,1999,July,Thunderstorm Wind,0,0,0,0,1K
VERMONT,1999,July,Thunderstorm Wind,0,0,0,0,5K
VERMONT,1999,July,Thunderstorm Wind,0,0,0,0,10K
VERMONT,1999,July,Thunderstorm Wind,0,0,0,0,1K
VERMONT,1999,July,Thunderstorm Wind,0,0,0,0,5K
PUERTO RICO,1999,August,Flood,0,0,0,0,
FLORIDA,1999,August,Waterspout,0,0,0,0,0
FLORIDA,1999,August,Hail,0,0,0,0,0
FLORIDA,1999,August,Tornado,0,0,0,0,5K
FLORIDA,1999,August,Thunderstorm Wind,0,0,0,0,10K
MAINE,1999,September,High Wind,0,0,0,0,
SOUTH DAKOTA,1999,August,Hail,0,0,0,0,
WYOMING,1999,August,Thunderstorm Wind,0,0,0,0,5K
WASHINGTON,1999,September,High Wind,0,0,0,0,6K
OKLAHOMA,1999,September,Hail,0,0,0,0,
OKLAHOMA,1999,September,Hail,0,0,0,0,
FLORIDA,1999,September,Tropical Storm,0,0,0,0,0
TEXAS,1999,September,Hail,0,0,0,0,
TEXAS,1999,September,Thunderstorm Wind,0,0,0,0,10K
TEXAS,1999,September,Hail,0,0,0,0,
OKLAHOMA,1999,September,Lightning,0,0,0,0,2K
VIRGINIA,1999,September,Flash Flood,0,0,0,0,
VIRGINIA,1999,September,Flash Flood,0,0,0,0,
MARYLAND,1999,September,Drought,0,0,0,0,
MARYLAND,1999,September,Drought,0,0,0,0,
TEXAS,1999,September,Hail,0,0,0,0,
CALIFORNIA,1999,October,Wildfire,5,0,0,0,480K
CALIFORNIA,1999,October,Wildfire,7,0,0,0,
MONTANA,1999,September,Thunderstorm Wind,0,0,0,0,
MONTANA,1999,September,Hail,0,0,0,0,
MONTANA,1999,September,High Wind,0,0,0,0,
SOUTH DAKOTA,1999,September,Hail,0,0,0,0,
OKLAHOMA,1999,September,Hail,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,22K
VIRGINIA,1999,August,Thunderstorm Wind,0,0,0,0,2K
VIRGINIA,1999,August,Thunderstorm Wind,0,0,0,0,2K
VIRGINIA,1999,August,Thunderstorm Wind,0,0,0,0,2K
VIRGINIA,1999,August,Thunderstorm Wind,0,0,0,0,1K
NEW YORK,1999,September,Flood,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
VIRGINIA,1999,August,Thunderstorm Wind,0,0,0,0,2K
VIRGINIA,1999,August,Thunderstorm Wind,0,0,0,0,2K
VIRGINIA,1999,August,Thunderstorm Wind,0,0,0,0,2K
VIRGINIA,1999,August,Flash Flood,0,0,0,0,
VIRGINIA,1999,August,Thunderstorm Wind,0,0,0,0,2K
VIRGINIA,1999,August,Flash Flood,0,0,0,0,
VIRGINIA,1999,August,Flash Flood,0,0,0,0,
VIRGINIA,1999,August,Flash Flood,0,0,0,0,
NORTH CAROLINA,1999,August,Thunderstorm Wind,0,0,0,0,2K
VIRGINIA,1999,August,Hail,0,0,0,0,
VIRGINIA,1999,August,Thunderstorm Wind,0,0,0,0,2K
VIRGINIA,1999,August,Thunderstorm Wind,0,0,0,0,1K
VIRGINIA,1999,August,Hail,0,0,0,0,
VIRGINIA,1999,August,Thunderstorm Wind,0,0,0,0,15K
VIRGINIA,1999,August,Thunderstorm Wind,0,0,0,0,2K
VIRGINIA,1999,August,Thunderstorm Wind,0,0,0,0,1K
VIRGINIA,1999,August,Flash Flood,0,0,0,0,
VIRGINIA,1999,August,Thunderstorm Wind,0,0,0,0,2K
VIRGINIA,1999,August,Thunderstorm Wind,0,0,0,0,1K
VIRGINIA,1999,August,Thunderstorm Wind,0,0,0,0,2K
NEW YORK,1999,September,Flash Flood,0,0,0,0,
TEXAS,1999,September,Hail,0,0,0,0,
VERMONT,1999,September,Flash Flood,0,0,0,0,300K
MAINE,1999,September,High Wind,0,0,0,0,
VERMONT,1999,September,Flash Flood,0,0,0,0,476K
TEXAS,1999,September,Flash Flood,0,0,0,0,5K
FLORIDA,1999,October,Waterspout,0,0,0,0,
FLORIDA,1999,October,Waterspout,0,0,0,0,
FLORIDA,1999,September,Thunderstorm Wind,0,0,0,0,2.5K
FLORIDA,1999,September,Hurricane (Typhoon),0,0,0,0,1M
FLORIDA,1999,September,Thunderstorm Wind,0,0,0,0,2.5K
FLORIDA,1999,September,Flash Flood,0,0,0,0,35K
FLORIDA,1999,September,Thunderstorm Wind,0,0,0,0,3.5K
GEORGIA,1999,September,Thunderstorm Wind,0,0,0,0,2.5K
GEORGIA,1999,September,Thunderstorm Wind,0,0,0,0,3.5K
VIRGINIA,1999,September,Flash Flood,0,0,0,0,
VIRGINIA,1999,September,Heavy Rain,0,0,0,0,
VIRGINIA,1999,September,Heavy Rain,0,0,0,0,
VIRGINIA,1999,September,Thunderstorm Wind,0,0,0,0,2K
VIRGINIA,1999,September,Thunderstorm Wind,0,0,0,0,2K
FLORIDA,1999,October,Rip Current,2,0,0,0,
MARYLAND,1999,September,Tropical Storm,0,0,0,0,400K
MARYLAND,1999,September,High Wind,0,0,0,0,400K
MARYLAND,1999,September,Tropical Storm,0,0,0,0,100K
FLORIDA,1999,September,Coastal Flood,0,0,0,0,
VIRGINIA,1999,September,Heavy Rain,0,0,0,0,
VIRGINIA,1999,September,Thunderstorm Wind,0,0,0,0,2K
VIRGINIA,1999,September,Thunderstorm Wind,0,0,0,0,2K
VIRGINIA,1999,September,Thunderstorm Wind,0,0,0,0,10K
VIRGINIA,1999,September,Heavy Rain,0,0,0,0,
ALABAMA,1999,September,High Wind,0,0,0,0,2K
ALABAMA,1999,September,High Wind,0,0,0,0,2K
ALABAMA,1999,September,Thunderstorm Wind,0,0,0,0,1K
ALABAMA,1999,September,Thunderstorm Wind,0,0,0,0,1K
ALABAMA,1999,September,Thunderstorm Wind,0,0,0,0,25K
OREGON,1999,September,High Wind,0,0,0,0,
VERMONT,1999,September,High Wind,0,0,0,0,175K
FLORIDA,1999,September,Hurricane (Typhoon),0,0,0,0,2.5M
FLORIDA,1999,September,Thunderstorm Wind,0,0,0,0,1.5K
FLORIDA,1999,September,Hail,0,0,0,0,
OKLAHOMA,1999,September,Hail,0,0,0,0,
OKLAHOMA,1999,September,Hail,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
OKLAHOMA,1999,September,Hail,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
WISCONSIN,1999,November,Heat,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
COLORADO,1999,October,Heavy Snow,0,0,0,0,0
COLORADO,1999,October,Heavy Snow,0,0,0,0,0
COLORADO,1999,October,Heavy Snow,0,0,0,0,0
VIRGIN ISLANDS,1999,October,Hurricane (Typhoon),0,0,0,0,
NEW JERSEY,1999,September,Heavy Rain,0,0,0,0,
MINNESOTA,1999,November,High Wind,0,0,0,0,
MINNESOTA,1999,November,High Wind,0,0,0,0,
MINNESOTA,1999,November,High Wind,0,0,0,0,
PUERTO RICO,1999,October,Flood,0,0,0,0,
PUERTO RICO,1999,October,Flood,0,0,0,0,
PUERTO RICO,1999,October,Flood,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
NEW JERSEY,1999,September,Drought,0,0,0,0,
NEW JERSEY,1999,September,Drought,0,0,0,0,
NEW YORK,1999,October,Thunderstorm Wind,0,0,0,0,15K
PENNSYLVANIA,1999,October,Thunderstorm Wind,0,0,0,0,20K
NORTH CAROLINA,1999,October,Drought,0,0,0,0,
NORTH CAROLINA,1999,October,Drought,0,0,0,0,
NORTH CAROLINA,1999,October,Drought,0,0,0,0,
NORTH CAROLINA,1999,October,Drought,0,0,0,0,
NORTH CAROLINA,1999,October,Drought,0,0,0,0,
NORTH CAROLINA,1999,October,Drought,0,0,0,0,
NEW JERSEY,1999,September,Heavy Rain,0,0,0,0,
MARYLAND,1999,September,Flash Flood,2,0,0,0,4M
NEW JERSEY,1999,September,Drought,0,0,0,0,
NEW JERSEY,1999,September,Heavy Rain,0,0,0,0,
PENNSYLVANIA,1999,September,High Wind,0,0,0,0,.4M
PENNSYLVANIA,1999,September,High Wind,0,0,0,0,2M
NEW JERSEY,1999,September,Heavy Rain,0,0,0,0,
MARYLAND,1999,September,High Wind,0,0,0,0,
MARYLAND,1999,September,High Wind,0,0,0,0,
MARYLAND,1999,September,High Wind,0,0,0,0,.5M
MARYLAND,1999,September,High Wind,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
NEW JERSEY,1999,September,Drought,0,0,0,0,
NEW JERSEY,1999,September,Drought,0,0,0,0,
PENNSYLVANIA,1999,September,High Wind,0,0,0,0,
PENNSYLVANIA,1999,September,High Wind,0,0,0,0,
PENNSYLVANIA,1999,September,High Wind,0,0,0,0,
PENNSYLVANIA,1999,September,High Wind,0,0,0,0,
PENNSYLVANIA,1999,September,High Wind,0,0,0,0,
PENNSYLVANIA,1999,September,High Wind,0,0,0,0,
WISCONSIN,1999,November,Heat,0,0,0,0,
MINNESOTA,1999,November,High Wind,0,0,0,0,
OKLAHOMA,1999,September,Hail,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
OKLAHOMA,1999,September,Hail,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
OKLAHOMA,1999,September,Hail,0,0,0,0,
OKLAHOMA,1999,September,Hail,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
ALASKA,1999,November,High Wind,0,0,0,0,
ALASKA,1999,November,High Wind,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
TEXAS,1999,September,Hail,0,0,0,0,
ALABAMA,1999,September,Cold/Wind Chill,0,0,0,0,0K
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
NEW JERSEY,1999,September,Drought,0,0,0,0,
NEW JERSEY,1999,September,Drought,0,0,0,0,
CALIFORNIA,1999,October,High Wind,0,0,0,0,30K
CALIFORNIA,1999,October,Wildfire,0,0,0,0,
CALIFORNIA,1999,October,Dust Storm,0,0,0,0,
CALIFORNIA,1999,October,High Wind,0,0,0,0,
CALIFORNIA,1999,October,Dense Fog,0,0,0,0,20K
ALASKA,1999,September,High Wind,0,0,0,0,
ALASKA,1999,September,High Wind,0,0,0,0,
NEW JERSEY,1999,September,Drought,0,0,0,0,
CALIFORNIA,1999,October,Wildfire,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
VERMONT,1999,July,Thunderstorm Wind,0,0,0,0,5K
VERMONT,1999,July,Thunderstorm Wind,0,0,0,0,1K
VERMONT,1999,July,Thunderstorm Wind,0,0,0,0,5K
WISCONSIN,1999,November,Heat,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
MINNESOTA,1999,November,High Wind,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
DISTRICT OF COLUMBIA,1999,September,Storm Surge/Tide,0,0,0,0,
DISTRICT OF COLUMBIA,1999,September,Heavy Rain,0,0,0,0,
MARYLAND,1999,September,Tropical Storm,0,0,0,0,25K
MARYLAND,1999,September,Storm Surge/Tide,0,0,0,0,
MARYLAND,1999,September,Storm Surge/Tide,0,0,0,0,
SOUTH DAKOTA,1999,August,Thunderstorm Wind,0,0,0,0,500K
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
CALIFORNIA,1999,October,Wildfire,0,0,0,0,550K
CALIFORNIA,1999,October,High Wind,0,0,0,0,
CALIFORNIA,1999,October,High Wind,0,0,0,0,
OKLAHOMA,1999,September,Hail,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
NEW JERSEY,1999,September,Drought,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
MAINE,1999,September,High Wind,0,0,0,0,
MAINE,1999,September,High Wind,0,0,0,0,
WEST VIRGINIA,1999,September,Heavy Rain,0,0,0,0,
CALIFORNIA,1999,October,High Wind,0,0,0,0,
CALIFORNIA,1999,October,Wildfire,0,0,0,0,
VERMONT,1999,September,High Wind,0,0,0,0,150K
NEW YORK,1999,July,Thunderstorm Wind,0,0,0,0,20K
MARYLAND,1999,September,Heavy Rain,0,0,0,0,
MARYLAND,1999,September,Heavy Rain,0,0,0,0,
MARYLAND,1999,September,Heavy Rain,0,0,0,0,
MARYLAND,1999,September,Heavy Rain,0,0,0,0,
WEST VIRGINIA,1999,September,Thunderstorm Wind,0,0,0,0,5K
TEXAS,1999,September,Hail,0,0,0,0,
MARYLAND,1999,September,Drought,0,0,0,0,
MARYLAND,1999,September,Heavy Rain,1,0,0,0,
MARYLAND,1999,September,Storm Surge/Tide,0,0,0,0,
MARYLAND,1999,September,Storm Surge/Tide,0,0,0,0,
MARYLAND,1999,September,Storm Surge/Tide,0,0,0,0,
MINNESOTA,1999,September,Hail,0,0,0,0,
MINNESOTA,1999,September,Hail,0,0,0,0,
MINNESOTA,1999,September,Hail,0,0,0,0,
MINNESOTA,1999,September,Hail,0,0,0,0,
MINNESOTA,1999,September,Hail,0,0,0,0,
ALABAMA,1999,September,Rip Current,1,0,1,0,
MINNESOTA,1999,September,Hail,0,0,0,0,
WISCONSIN,1999,September,Hail,0,0,0,0,
WISCONSIN,1999,September,Hail,0,0,0,0,
WISCONSIN,1999,September,Hail,0,0,0,0,
NEW JERSEY,1999,September,Drought,0,0,0,0,
NEW JERSEY,1999,September,High Wind,0,0,0,0,
NEW JERSEY,1999,September,High Wind,0,0,0,0,
NEW JERSEY,1999,September,High Wind,0,0,0,0,
OKLAHOMA,1999,September,Hail,0,0,0,0,
OKLAHOMA,1999,September,Hail,0,0,0,0,
MARYLAND,1999,September,Storm Surge/Tide,0,0,0,0,
MARYLAND,1999,September,Tropical Storm,0,0,0,0,100K
MARYLAND,1999,September,Tropical Storm,0,0,0,0,150K
MARYLAND,1999,September,Tropical Storm,0,0,0,0,25K
VIRGINIA,1999,September,Thunderstorm Wind,0,0,0,0,0
MARYLAND,1999,September,Heavy Rain,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
OKLAHOMA,1999,September,Hail,0,0,0,0,
WISCONSIN,1999,November,Heat,0,0,0,0,
WISCONSIN,1999,November,Heat,0,0,0,0,
WISCONSIN,1999,November,Heat,0,0,0,0,
NEVADA,1999,September,Flash Flood,0,0,0,0,5K
VIRGIN ISLANDS,1999,October,Hurricane (Typhoon),0,0,0,0,
VIRGIN ISLANDS,1999,October,Hurricane (Typhoon),0,0,0,0,20K
NEW JERSEY,1999,September,Drought,0,0,0,0,
COLORADO,1999,October,Heavy Snow,0,0,0,0,0
COLORADO,1999,October,Heavy Snow,0,0,0,0,0
WISCONSIN,1999,November,Heat,0,0,0,0,
WISCONSIN,1999,November,Heat,0,0,0,0,
WISCONSIN,1999,November,Heat,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
MINNESOTA,1999,November,High Wind,0,0,0,0,
MINNESOTA,1999,November,High Wind,0,0,0,0,
MINNESOTA,1999,November,High Wind,0,0,0,0,
MINNESOTA,1999,November,High Wind,0,0,0,0,
MINNESOTA,1999,November,High Wind,0,0,0,0,
MINNESOTA,1999,November,High Wind,0,0,0,0,
MINNESOTA,1999,November,High Wind,0,0,0,0,
ALASKA,1999,September,High Wind,0,0,0,0,
ALASKA,1999,September,High Wind,0,0,0,0,
ALASKA,1999,September,High Wind,0,0,0,0,
ALASKA,1999,September,High Wind,0,0,0,0,
ALASKA,1999,September,High Wind,0,0,0,0,
COLORADO,1999,October,Heavy Snow,0,0,0,0,0
NEW JERSEY,1999,September,Hurricane (Typhoon),0,0,0,0,.15M
NEW JERSEY,1999,September,Hurricane (Typhoon),0,0,0,0,.5M
WISCONSIN,1999,November,Heat,0,0,0,0,
NEW YORK,1999,October,Thunderstorm Wind,0,0,0,0,35K
WISCONSIN,1999,November,Heat,0,0,0,0,
NEW YORK,1999,October,Thunderstorm Wind,0,0,0,0,25K
NEW YORK,1999,October,Thunderstorm Wind,0,0,0,0,15K
NEW YORK,1999,October,Thunderstorm Wind,0,0,0,0,10K
NEW YORK,1999,October,Thunderstorm Wind,0,0,0,0,10K
WISCONSIN,1999,November,Heat,0,0,0,0,
WISCONSIN,1999,November,Heat,0,0,0,0,
MINNESOTA,1999,November,High Wind,0,0,0,0,
NEW JERSEY,1999,September,Drought,0,0,0,0,
NEW JERSEY,1999,September,Flash Flood,0,0,1,0,5M
NEW JERSEY,1999,September,Tropical Storm,0,0,0,0,
NEW JERSEY,1999,September,Tropical Storm,0,0,0,0,.5M
NEW JERSEY,1999,September,Heavy Rain,0,0,0,0,1M
NEW JERSEY,1999,September,High Wind,0,0,0,0,
NEW JERSEY,1999,September,High Wind,0,0,0,0,
NEW JERSEY,1999,September,High Wind,0,0,0,0,
NEW JERSEY,1999,September,High Wind,0,0,0,0,
NEW JERSEY,1999,September,High Wind,0,0,0,0,
NEW JERSEY,1999,September,High Wind,0,0,0,0,1M
NEW JERSEY,1999,September,High Wind,0,0,0,0,
NEW JERSEY,1999,September,High Wind,2,0,0,0,3M
NEW JERSEY,1999,September,High Wind,0,0,0,0,
NEW JERSEY,1999,September,Coastal Flood,0,0,0,0,
NEW JERSEY,1999,September,Coastal Flood,0,0,0,0,
NEW JERSEY,1999,September,Tropical Storm,0,0,0,0,
NEW JERSEY,1999,September,Flash Flood,0,0,0,0,7M
COLORADO,1999,October,Hail,0,0,0,0,
NEW JERSEY,1999,September,Heavy Rain,0,0,0,0,.5M
NEW JERSEY,1999,September,Heavy Rain,0,0,0,0,.15M
NEW JERSEY,1999,September,Hurricane (Typhoon),0,0,0,0,.5M
NEW JERSEY,1999,September,Tropical Storm,0,0,0,0,
NEW JERSEY,1999,September,Flash Flood,0,0,0,0,7M
WISCONSIN,1999,November,Heat,0,0,0,0,
NEW JERSEY,1999,September,Heavy Rain,0,0,0,0,
NEW JERSEY,1999,September,Heavy Rain,0,0,0,0,
PENNSYLVANIA,1999,September,Flash Flood,0,0,0,0,1M
PENNSYLVANIA,1999,September,Flash Flood,15,0,0,0,22M
PENNSYLVANIA,1999,September,Flash Flood,0,0,0,0,
PENNSYLVANIA,1999,September,Flash Flood,1,0,1,0,3M
NEW JERSEY,1999,September,High Wind,0,0,0,0,
NEW JERSEY,1999,September,High Wind,0,0,0,0,
NEW JERSEY,1999,September,Drought,0,0,0,0,
